epoch,accent_labels_acc,accent_labels_loss,ctc_loss_loss,loss,lr,val_accent_labels_acc,val_accent_labels_loss,val_ctc_loss_loss,val_loss
2,0.893306260757315,0.30682586296084824,11.01983751684376,9.754247838248485,0.0005,0.7230000023841858,0.8918188099861145,16.126783889770508,11.26540012359619
3,0.9321482358003442,0.19361539957547969,9.182717476120914,7.767228029188724,0.0005,0.7630000004768371,1.0154648895263672,16.9821067199707,11.157939926147462
4,0.9725177495697074,0.07916315952973142,5.887887974245002,5.9280456807239945,0.00025,0.7549999990463256,1.3275796241760254,17.246814361572266,11.024390403747558
5,0.9895949870912221,0.030183936293411633,3.807626502977591,4.744186395622162,0.000125,0.7580000014305115,1.4209897050857543,18.99872183227539,11.534969032287597
